id,ln_x1,x1,x3,x4,x6,x2,T,ln_y,y,x5,S
349,3.363980747,28.90402176,0,1,1,9,1,7.357621565,1568.102495,13,1
350,3.856260284,47.28817591,1,1,1,14,1,8.33760906,4178.088233,15,1
351,3.412956406,30.35485302,1,0,1,9,1,7.626417087,2051.685823,12,1
352,3.748563843,42.4600589,1,0,1,12,1,7.928072755,2774.075327,14,1
353,3.412631687,30.34499782,0,1,1,13,1,8.850554485,6978.257237,19,1
354,3.027091279,20.63711758,1,0,0,10,0,5.949062631,383.393789,16,1
355,3.245355291,25.67082905,1,1,1,7,1,7.430629073,1686.868403,11,1
356,3.173444041,23.88961968,0,1,1,12,0,7.468348145,1751.710723,14,1
357,3.354712829,28.63737918,0,1,0,17,1,8.560029406,5218.834637,18,0
358,3.399106637,29.93734319,0,0,1,15,1,8.123730264,3373.581654,14,1
359,3.453992633,31.62641322,0,1,0,9,0,6.155914651,471.4979012,12,1
360,3.427025831,30.78494684,1,1,0,13,1,8.38810164,4394.467491,14,1
361,4.067660612,58.42013527,1,1,1,13,1,8.182496188,3577.774319,17,1
362,3.084200499,21.84999076,1,1,0,8,1,7.877734969,2637.890882,9,1
363,3.37555271,29.24044079,1,1,0,18,1,7.600588756,1999.372692,18,1
364,3.604724458,36.77155037,0,0,0,11,1,7.154585704,1279.962045,13,1
365,3.98853268,53.97563169,0,1,0,15,1,8.653157575,5728.205449,17,1
366,3.526556569,34.00666615,1,1,1,18,1,8.377273482,4347.140198,15,1
367,3.871745213,48.02612879,1,0,1,16,1,8.168631077,3528.510399,19,1
368,3.006633339,20.21921398,1,1,1,12,1,7.407905496,1648.968955,14,1
369,3.933906958,51.10625811,0,1,0,9,1,7.183481115,1317.486607,10,1
370,3.292831949,26.918989,0,1,1,10,1,7.793644395,2425.139664,13,1
371,3.417070674,30.47999828,0,0,0,15,1,7.656498257,2114.340572,15,1
372,3.167174372,23.74030821,0,1,1,13,1,7.792375908,2422.065356,12,1
373,3.540160795,34.47246174,0,1,1,16,1,8.114813115,3343.632651,19,1
374,4.035601716,56.57695323,0,1,1,15,1,9.055561216,8566.043329,12,1
375,4.226649007,68.48734657,0,0,0,12,1,7.98774702,2944.65523,16,1
376,3.176951329,23.97355456,1,1,1,12,1,7.74751074,2315.800604,18,0
377,3.645782333,38.31273445,1,0,1,14,1,7.199002564,1338.095434,9,1
378,3.916556522,50.22719041,1,0,0,12,1,7.633298561,2065.853136,17,1
379,3.441302955,31.22761985,1,1,1,14,1,7.801230323,2443.606554,19,1
380,3.434547561,31.01737591,0,1,1,13,1,7.601373396,2000.942094,12,1
381,3.408566614,30.22189355,0,1,1,15,1,8.346625594,4215.930451,15,1
382,3.679349817,39.62062505,1,1,1,13,1,9.162983008,9537.465016,9,1
383,3.919228823,50.36159211,1,1,1,14,1,8.230837138,3754.975869,18,1
384,3.706285928,40.70235399,1,1,1,17,1,8.427750973,4572.205507,20,1
385,3.596056404,36.45419002,0,1,0,12,1,8.229629345,3750.443375,16,1
386,3.409439022,30.24827089,1,1,1,14,1,7.77605248,2382.849883,19,1
387,3.649504606,38.45561064,1,0,0,18,1,8.222304193,3723.071181,19,1
388,3.335138925,28.08228427,1,1,1,5,1,7.407656865,1648.559022,7,1
389,3.416223049,30.4541736,1,1,1,13,1,7.847294942,2558.803236,13,1
390,3.828954033,46.01438352,1,0,0,20,1,8.056144486,3153.109809,20,1
391,3.632603926,37.81114598,0,0,1,13,1,8.346548332,4215.604733,11,1
392,3.572304888,35.59854934,1,1,1,14,1,7.431097751,1687.659186,16,1
393,3.423317703,30.6710037,0,0,0,14,1,7.477463663,1767.751471,17,1
394,3.77930987,43.78581342,0,0,1,14,1,8.543998802,5135.840561,12,1
395,3.900473776,49.42586033,0,1,1,16,1,8.974166124,7896.430682,14,1
396,3.239218471,25.51377419,1,0,0,16,1,7.381469122,1605.947368,14,1
397,3.516646086,33.67130821,1,1,1,17,1,8.438212678,4620.289654,20,1
398,3.514720074,33.60651927,0,1,1,14,1,8.436223724,4611.109246,20,1
399,3.326493281,27.84054138,0,0,1,11,1,7.824643056,2501.49306,13,1
400,3.200378403,24.54181514,0,1,1,5,0,7.67193012,2147.221845,9,1
401,3.499270166,33.09129199,1,1,1,16,1,8.508528982,4956.866081,15,1
402,3.696653565,40.3121763,1,1,0,17,1,9.254983476,10456.54604,20,1
403,3.943052684,51.57580585,1,0,1,18,1,9.091723621,8881.481173,20,1
404,2.927254164,18.67627802,1,0,1,9,1,7.78784201,2411.108815,13,1
405,3.289268158,26.82322611,1,0,1,12,1,7.477836039,1768.409862,15,1
406,3.406570935,30.16164049,0,1,1,9,1,7.538138811,1878.330841,9,1
407,3.001052891,20.10669594,0,0,1,16,0,7.363897205,1577.974285,17,1
408,3.274839967,26.43899404,0,1,1,12,0,7.215500845,1360.354824,8,1
409,3.266794472,26.22713265,1,1,1,14,1,7.754779948,2332.695975,17,1
410,3.28322909,26.66172697,1,1,1,13,1,8.160175453,3498.800425,17,1
411,2.84334962,17.17319298,0,0,1,9,1,6.547788305,697.6993678,9,1
412,3.564025565,35.30503418,1,0,0,13,1,8.672698394,5841.240073,19,1
413,3.310423119,27.39671509,0,0,1,9,1,6.796097148,894.3499558,7,1
414,3.956147358,52.25561547,0,1,0,12,1,8.130176099,3395.39744,11,1
415,3.738786785,42.04694721,1,0,0,13,1,8.383996514,4376.464625,18,1
416,3.06394113,21.4117777,0,0,0,14,1,7.423954018,1675.64596,16,1
417,3.529518626,34.10754519,1,0,1,9,1,7.903159067,2705.816696,11,1
418,3.321868705,27.71208791,0,0,1,19,1,8.258018856,3858.442392,20,1
419,3.766484351,43.22782351,1,0,0,14,1,8.295890962,4007.372072,20,1
420,3.515921125,33.64690665,0,1,1,12,1,8.838233367,6892.804822,16,1
421,3.332892912,28.01928189,0,0,0,13,1,7.688169176,2182.375358,8,1
422,3.631519111,37.7701501,1,1,1,14,1,8.795540179,6604.722347,12,1
423,3.545782448,34.66679969,1,0,1,12,0,8.002820443,2989.377478,15,1
424,3.450614725,31.51976236,1,1,0,15,1,8.087262838,3252.77201,13,1
425,4.105967186,60.70142576,0,1,1,19,1,9.772209578,17539.47928,20,1
426,3.341184234,28.25256455,1,1,1,17,1,8.904166337,7362.584733,20,1
427,3.358763908,28.75362678,0,0,1,14,1,7.629353986,2057.720274,16,0
428,3.036218923,20.82634814,1,0,1,15,1,7.66051564,2122.851774,18,1
429,3.487841983,32.71527136,1,0,1,10,1,7.904462025,2709.344559,12,1
430,3.767106892,43.25474298,0,1,0,14,0,8.119619988,3359.743761,13,0
431,2.878583645,17.7890597,0,1,0,12,1,8.395999702,4429.312688,17,1
432,3.424980464,30.72204466,1,1,0,14,1,7.584998861,1968.444391,13,1
433,3.145504872,23.2314014,1,0,1,13,1,8.78304051,6522.679324,14,1
434,3.93258118,51.03854745,1,1,1,13,1,8.723567275,6146.064733,14,1
435,3.907368662,49.76782355,1,1,1,15,1,8.959565139,7781.972653,17,1
436,3.600350854,36.61107734,0,0,0,14,1,7.942416104,2814.151585,13,1
437,3.928801424,50.84599835,0,1,1,14,1,8.4139333,4509.462744,18,1
438,3.239804645,25.52873409,1,1,1,13,0,7.831657468,2519.101246,16,0
439,3.785195517,44.04428114,1,1,1,14,1,8.593029631,5393.930565,15,1
440,3.324496547,27.78500669,0,1,1,19,1,8.81633089,6743.47662,19,1
441,3.596287257,36.46260653,0,1,0,6,1,7.536639324,1875.51642,8,0
442,3.410181195,30.27072867,1,1,1,18,1,9.01456021,8221.929643,20,1
443,3.416437075,30.46069229,1,1,1,15,1,7.050309924,1153.216097,12,1
444,3.663834547,39.01064461,0,1,1,14,1,8.812030713,6714.540736,14,1
445,3.108853654,22.39535685,1,0,0,16,1,7.267489402,1432.948376,20,1
446,3.42472566,30.71421757,1,1,0,9,1,8.044251194,3115.831077,10,0
447,3.551302212,34.85868134,1,1,0,19,1,8.121808761,3367.105528,20,1
448,3.378959756,29.34023424,1,1,1,15,1,8.429182422,4578.755072,17,1
449,3.531397832,34.17170055,0,0,1,14,1,7.986839006,2941.982656,20,1
450,3.404335764,30.09429937,1,1,0,7,1,7.628373785,2055.704283,5,1
451,3.985503181,53.81236001,0,0,1,11,1,8.420048244,4537.122341,14,1
452,3.71425658,41.02807467,1,1,0,14,1,8.845162415,6940.731244,18,1
453,4.389759611,80.62103624,0,1,1,13,1,8.617707806,5528.699007,13,1
454,3.261476719,26.0880334,0,1,1,12,1,7.701481003,2211.620985,16,1
455,3.744309774,42.27981454,0,1,1,10,0,7.735983438,2289.258942,11,1
456,4.129409243,62.14120174,1,0,1,13,1,6.593075501,730.0226061,9,1
457,3.590294017,36.24473091,1,1,1,10,1,7.612100565,2022.522078,13,1
458,3.175077457,23.92867325,1,1,1,12,1,8.392439838,4413.572971,16,1
459,3.198103249,24.48604221,0,1,0,14,1,8.85912078,7038.291817,15,1
460,3.489375631,32.76548355,0,0,1,14,1,7.913627685,2734.291645,12,1
461,3.892737308,49.04495411,0,0,1,14,1,8.176169047,3555.208701,19,1
462,3.725120146,41.47621565,0,1,1,12,1,8.621074975,5547.346446,15,1
463,2.858489502,17.43517124,0,1,1,14,1,7.909361411,2722.651257,16,1
464,3.289893767,26.84001222,1,1,0,12,1,8.356155754,4256.301009,15,1
465,3.497283057,33.02560129,1,1,1,12,1,8.476904947,4802.562687,17,1
466,3.062559954,21.38222467,0,0,1,14,1,9.269939033,10614.10476,12,1
467,3.708358894,40.78681608,0,1,1,12,1,8.502497257,4927.057618,17,1
468,2.761599357,15.82513276,1,0,0,11,0,6.9657172,1059.674644,11,1
469,3.542986929,34.57002334,1,0,0,9,1,7.952934617,2843.908499,15,1
470,3.382633364,29.44821698,1,1,1,12,1,7.940074944,2807.570911,13,0
471,3.352650774,28.57838819,1,1,0,20,1,8.015267986,3026.820436,17,1
472,3.414905764,30.4140832,1,1,1,13,0,6.722748562,831.0987014,18,1
473,3.594438441,36.39525618,0,1,1,10,1,7.874730328,2629.976864,8,1
474,3.618897973,37.29644349,1,1,1,13,1,8.093788495,3274.067894,12,1
475,3.432318887,30.94832527,0,0,1,10,1,7.311362951,1497.216432,10,1
476,2.922514871,18.58797509,1,1,0,15,1,7.131579273,1250.850843,17,1
477,3.068231211,21.50383326,0,1,0,15,1,8.337388634,4177.167372,14,1
478,3.059102668,21.30842784,1,1,1,15,1,8.147230359,3453.800019,20,1
479,3.728559034,41.61909324,1,1,0,13,1,8.744247245,6274.488491,14,1
480,3.426915505,30.78155064,1,1,1,12,1,8.907927141,7390.326106,19,1
481,3.580902982,35.90594865,0,1,1,19,1,9.020216809,8268.569588,20,1
482,3.032321744,20.74534209,1,0,1,18,1,7.952934088,2843.906993,20,1
483,3.339323598,28.20004569,1,1,1,9,1,7.87524031,2631.318447,15,1
484,3.668735592,39.2023068,1,0,1,13,1,7.560325574,1920.470668,12,1
485,3.446502163,31.39040155,0,1,1,19,1,8.553182788,5183.225308,20,1
486,3.465459204,31.99114687,1,1,1,19,1,8.344446776,4206.754706,20,1
487,3.478381558,32.4072304,1,0,0,13,1,7.973847112,2904.007946,10,1
488,3.863272942,47.62095722,0,0,0,12,0,7.37057189,1588.541994,14,1
489,3.31553093,27.53701032,0,1,1,11,0,7.292983016,1469.949046,12,1
490,3.702837937,40.56225431,0,0,1,12,1,8.303834415,4039.33121,17,1
491,3.769579882,43.3618439,1,1,1,14,1,8.296084483,4008.147658,18,1
492,3.143204629,23.17802494,0,1,1,13,1,7.799985976,2440.56775,9,1
493,3.536377655,34.34229397,1,0,1,14,1,8.175244784,3551.92427,13,1
494,3.496633494,33.00415604,0,1,0,6,1,7.603303197,2004.807243,7,1
495,3.808742216,45.09368506,0,1,1,14,1,8.238239809,3782.87586,19,1
496,3.77443246,43.57277202,0,1,1,13,1,8.60353364,5450.887074,19,1
497,3.49926312,33.09105883,0,1,1,10,1,9.077077443,8752.349375,14,1
498,3.540802866,34.49460261,0,1,1,9,0,6.321993356,556.6815515,7,1
499,3.283953937,26.68105963,1,1,1,13,1,8.442623826,4640.715452,14,1
500,3.440562701,31.20451204,0,1,1,14,1,8.737952312,6235.115064,13,1
501,3.191237358,24.31849953,0,1,1,18,1,9.423230987,12372.49307,20,1
502,3.209913231,24.77693627,1,0,1,15,1,8.097932377,3287.663395,20,1
503,3.133756073,22.96005744,0,1,1,8,1,7.522298856,1848.812566,16,1
504,3.750862311,42.55776422,0,0,1,10,1,8.239390672,3787.231937,11,1
505,3.83449154,46.26989527,0,1,0,12,1,8.112896459,3337.230194,15,1
506,3.376116544,29.25693221,0,1,0,9,0,7.312361025,1498.711511,8,1
507,3.161306781,23.60141766,1,0,0,14,1,7.673189078,2149.92681,16,1
508,3.4736206,32.25330764,1,0,1,8,0,7.897745376,2691.207822,7,1
509,4.172571108,64.88205661,0,0,0,7,1,7.600948575,2000.092232,5,1
510,4.112393951,61.09279582,0,1,1,9,0,7.071021003,1177.349498,12,1
511,2.984059899,19.76790967,1,0,0,13,1,7.372888664,1592.226554,19,1
512,3.392928003,29.75294156,1,1,0,12,1,7.178950483,1311.531062,15,1
513,3.959984148,52.45649438,1,1,1,12,1,8.225249928,3734.05453,12,1
514,3.488526771,32.73768206,1,1,1,13,1,8.665524815,5799.487409,20,1
515,3.979223973,53.47551966,0,1,1,16,0,7.056385107,1160.24342,17,1
516,3.399924382,29.96183431,0,1,0,20,1,9.189922442,9797.891046,20,0
517,3.681495777,39.70574062,0,1,1,13,1,8.184054559,3583.354168,13,1
518,3.567272372,35.41984909,0,1,0,13,1,8.177120215,3558.59191,9,1
519,4.468720849,87.24505198,1,0,0,11,1,8.273400771,3918.251437,17,1
520,3.77613577,43.64705319,0,1,1,18,1,9.155517224,9466.525504,20,1
521,3.138038279,23.05858795,1,1,1,16,1,7.790403115,2417.291831,15,1
522,3.318835649,27.62816295,0,1,1,13,1,8.098471891,3289.437614,14,1
523,3.611070585,37.00564932,0,1,1,14,1,8.902378328,7349.43213,17,1
524,2.929699806,18.72200942,0,0,1,7,1,7.384796126,1611.29926,10,1
525,2.958677017,19.27245774,0,1,1,17,0,7.904042629,2708.208509,14,1
526,3.163453218,23.65213104,0,1,0,17,0,7.360862768,1573.193279,20,1
527,3.395621118,29.83317765,0,0,1,7,1,7.480605697,1773.314542,10,1
528,3.871670645,48.02254771,1,0,1,12,1,7.810769429,2467.027909,4,1
529,3.417740731,30.50042843,1,0,0,8,1,7.306137273,1489.412868,8,1
530,3.548714215,34.7685838,0,0,1,13,1,7.930337381,2780.364689,18,1
531,3.480617927,32.47978602,1,0,1,13,1,7.914542574,2736.794362,10,1
532,3.288428871,26.80072316,0,1,1,14,0,7.413325545,1657.930713,13,1
533,3.908659181,49.83209133,1,0,1,3,0,7.955195147,2850.344511,4,1
534,3.171046044,23.83240105,0,0,1,17,1,7.879787629,2643.311138,20,1
535,3.431469944,30.92206307,1,1,1,16,1,8.576920763,5307.736557,15,1
536,3.395651576,29.83408631,1,0,1,13,1,7.485099937,1781.302178,18,1
537,3.659638586,38.84730037,1,1,0,18,1,8.091179197,3265.536011,16,1
538,3.982170369,53.63331206,1,1,0,15,1,7.784824046,2403.843145,16,1
539,3.654144358,38.6344497,1,1,0,9,1,7.547722978,1896.419621,6,0
540,3.914711948,50.13462806,0,0,1,14,1,7.797770726,2435.167267,15,1
541,3.728929115,41.6344985,0,0,1,13,1,8.510922007,4968.742192,14,1
542,3.312624637,27.45709588,0,1,0,10,1,7.796987592,2433.260951,14,1
543,3.52446314,33.93555009,0,1,1,17,1,7.951661031,2840.288841,20,1
544,3.912823733,50.04005243,1,0,1,12,1,7.812424119,2471.113453,15,1
545,3.031620264,20.73079476,1,1,0,8,1,7.852034414,2570.959395,12,1
546,3.597431198,36.50434148,0,1,1,19,1,9.767361831,17454.65808,20,1
547,3.452962905,31.59386338,1,0,0,12,1,8.244725096,3807.48862,14,1
548,3.763335158,43.0919049,1,1,1,18,1,7.99651688,2970.593015,20,1
549,3.725049973,41.47330522,0,0,1,13,1,8.122279584,3368.691215,16,1
550,3.590316021,36.24552847,1,0,1,7,1,7.614827719,2028.045335,11,1
551,3.947843335,51.82348035,1,0,0,19,1,8.677393548,5868.730074,20,1
552,3.04235186,20.9544673,1,1,0,7,1,7.708145743,2226.410092,4,1
553,3.773215268,43.51976782,0,0,1,13,1,7.329033287,1523.907879,19,1
554,3.026140392,20.61750334,1,1,1,11,1,7.585526165,1969.482634,18,1
555,3.676314877,39.50056111,0,1,1,16,0,7.21823487,1364.079158,20,0
556,3.526892689,34.0180984,1,0,1,12,1,7.04987739,1152.717399,17,1
557,3.790178497,44.26430062,1,1,1,15,1,8.990720389,8028.238266,16,1
558,3.523643706,33.90775353,0,1,0,17,1,8.99482416,8061.252015,20,1
559,3.029390049,20.68461214,1,1,1,13,1,7.837784175,2534.582416,13,1
560,2.897653045,18.13154148,0,0,1,10,1,7.854532597,2577.390152,9,1
561,3.662292057,38.95051745,0,0,1,16,1,8.177274399,3559.140633,20,1
562,3.477987021,32.39444704,1,0,1,13,1,7.857497735,2585.043811,13,1
563,3.328694482,27.90189149,1,1,1,7,1,8.460492329,4724.383374,3,1
564,3.406679462,30.16491403,0,0,1,7,0,7.444962637,1711.221354,8,1
565,3.29857548,27.07404392,0,0,1,12,1,7.735290423,2287.673001,13,1
566,3.452797864,31.58864954,0,1,1,9,1,7.876946612,2635.812103,12,1
567,3.220608479,25.04335389,1,1,1,15,1,8.472634632,4782.097956,19,1
568,2.905097156,18.26701832,0,1,0,11,1,8.325493766,4127.774862,15,1
569,3.434120059,31.00411876,1,1,0,15,1,8.15702664,3487.800685,14,1
570,3.813582761,45.31249222,0,1,1,16,1,8.304232943,4040.941316,20,1
571,4.06319887,58.16006029,1,0,1,20,1,8.19460181,3621.348721,18,1
572,3.500781859,33.14135369,1,1,1,14,1,8.313223029,4077.433513,15,1
573,3.47579902,32.32364545,1,1,0,13,1,7.866607944,2608.701701,14,1
574,3.788894684,44.20751001,1,1,1,11,1,8.37405857,4333.186965,13,1
575,3.516071305,33.65196013,0,1,1,18,1,9.191705244,9815.374325,20,1
576,3.369530477,29.06487723,0,0,1,12,0,7.815785917,2479.434817,10,1
577,2.978810823,19.66441827,0,1,1,14,1,7.750616653,2323.00446,11,1
578,3.12089132,22.66657381,1,1,0,12,1,8.293078962,3996.119172,13,1
579,3.621892554,37.40829808,1,1,1,12,1,8.230521958,3753.792564,15,1
580,3.06210381,21.37247351,0,1,0,12,1,8.599349041,5428.124957,14,1
581,3.814537211,45.35576138,0,1,1,13,1,8.261684723,3872.612887,13,1
582,3.096070838,22.11090306,0,0,0,10,1,6.920287845,1012.611428,13,1
583,3.441928833,31.24717064,0,1,1,16,1,7.902346541,2703.619044,18,1
584,3.499299213,33.09225321,0,1,1,8,1,8.131270713,3399.116121,9,1
585,3.49615108,32.9882382,0,0,0,8,0,7.979610961,2920.79454,9,0
586,3.545584197,34.65992764,1,1,0,12,1,7.585318421,1969.073528,15,1
587,3.679553339,39.62868955,1,0,1,7,1,7.615156873,2028.712984,4,1
588,3.462136269,31.88501878,1,1,1,12,1,8.57437911,5294.263265,13,1
589,3.42543933,30.7361452,1,1,1,6,1,7.601759988,2001.715792,6,0
590,3.548098218,34.74717308,1,1,1,14,1,7.943461017,2817.093665,17,1
591,3.369907418,29.07583502,1,1,1,12,1,8.306767721,4051.197198,11,1
592,3.961223726,52.52155862,0,0,1,14,1,7.85339552,2574.461128,20,1
593,2.848926027,17.2692252,0,1,1,13,1,7.106145857,1219.438586,15,1
594,3.808101386,45.06479693,1,0,1,10,1,8.02308262,3050.566591,14,1
595,3.42545512,30.73663053,1,0,1,13,1,7.686328033,2178.360989,13,1
596,3.626696116,37.58842344,1,1,1,19,1,7.908125014,2719.287058,19,1
597,3.796295988,44.53591704,0,0,0,16,1,7.882087723,2649.398,19,1
598,3.750670452,42.54959989,1,1,0,16,1,7.508494408,1823.466079,19,0
599,3.301843442,27.1626656,1,1,1,15,1,7.616791368,2032.031616,20,1
600,3.969220848,52.94326391,0,1,1,8,1,8.406658433,4476.776044,10,1
601,3.013107219,20.35053537,0,0,0,19,1,8.021125217,3044.601243,20,1
602,3.759168912,42.91274689,1,0,0,12,1,7.73049698,2276.73341,15,1
603,3.346519168,28.40369289,1,1,1,15,1,7.825857035,2504.531663,16,1
604,2.924790492,18.63032245,1,1,1,12,1,8.068347421,3191.822728,12,1
605,2.940255845,18.92068646,0,0,0,10,0,7.404261256,1642.970652,10,1
606,3.573553719,35.64303368,0,1,0,16,1,9.301699517,10956.62436,18,1
607,4.167060291,64.52548684,1,1,1,15,1,7.8677526,2611.689476,17,1
608,3.582012819,35.94582052,0,1,1,17,1,8.546782946,5150.159405,17,1
609,3.839235438,46.48991644,1,0,1,14,1,7.991692214,2956.295413,18,1
610,3.751600812,42.58920478,1,1,1,13,1,9.638924864,15350.83063,10,1
611,3.303615417,27.21083982,0,0,1,12,1,8.171685203,3539.303384,14,0
612,3.786188294,44.08802896,1,0,1,17,1,8.221184497,3718.904805,20,1
613,3.60588544,36.81426624,0,0,1,9,1,8.167528021,3524.620398,10,1
614,3.561979788,35.23288177,1,1,1,14,1,7.749334024,2320.026819,14,1
615,3.80033397,44.71611585,0,1,1,11,1,8.26791285,3896.807275,13,1
616,3.724235597,41.43954414,1,1,1,8,1,8.524237236,5035.344559,4,1
617,3.312027549,27.44070648,0,1,1,13,1,8.317593597,4095.293217,17,1
618,3.618567106,37.28410535,1,1,1,7,1,6.875045926,967.8198128,9,1
619,3.232349614,25.33912424,1,1,1,19,1,8.709021179,6057.310562,16,1
620,3.689245523,40.01464544,1,0,1,11,1,7.698697673,2205.473872,7,1
621,3.370188445,29.08400728,1,1,0,13,1,7.567103429,1933.531552,16,1
622,3.635641593,37.92617827,1,1,1,14,1,8.698163479,5991.89786,20,1
623,3.610399714,36.9808316,0,1,1,14,1,8.90314246,7355.050214,16,1
624,3.418883753,30.53531104,1,1,1,13,1,8.230090844,3752.174601,13,1
625,3.639653785,38.07865105,1,0,1,12,1,7.567756361,1934.794429,20,1
626,3.672306868,39.34255934,0,0,1,14,0,8.148696785,3458.868477,20,1
627,3.430790003,30.90104503,1,0,1,6,0,7.854423319,2577.108516,3,1
628,3.851672752,47.07173678,0,1,1,10,1,8.117206679,3351.645437,5,1
629,3.917810812,50.29022942,1,1,1,11,1,8.392324393,4413.063475,17,1
630,3.301402623,27.15069442,1,0,1,7,1,7.425235666,1677.794926,12,1
631,3.266789238,26.22699537,0,0,0,7,0,7.927919386,2773.649902,12,1
632,3.654061574,38.63125152,1,1,1,13,1,8.327845979,4137.495693,19,1
633,3.226006329,25.17889966,1,1,0,12,1,8.90695753,7383.163839,14,0
634,3.365172858,28.93849913,0,1,0,13,0,7.722088434,2257.669654,11,0
635,3.74087981,42.13504468,1,0,1,10,1,8.371920346,4323.931539,12,1
636,3.327956945,27.88132039,0,1,1,16,1,8.449203562,4671.350813,14,1
637,2.92156245,18.57027993,0,0,1,11,1,7.613482853,2025.319718,14,1
638,3.69931725,40.41969839,0,1,1,13,1,8.182463118,3577.656007,20,1
639,3.019237933,20.47568189,1,0,1,9,1,7.317996866,1507.181857,9,1
640,3.093619923,22.05677747,0,1,0,8,1,7.147564059,1271.006085,11,1
641,2.594620196,13.39150025,0,0,1,19,1,7.531069617,1865.09938,17,1
642,3.749371347,42.49435938,0,1,0,7,1,8.102843483,3303.849171,8,1
643,3.575329127,35.7063708,1,1,0,13,1,7.806249077,2455.90124,17,1
644,3.63868804,38.04189452,1,1,1,13,1,8.044491354,3116.579463,17,1
645,3.753437667,42.66750685,1,1,0,13,1,8.911308115,7415.354897,14,1
646,3.487408543,32.70109432,1,1,1,15,1,8.691851568,5954.196645,13,1
647,3.168327228,23.76769316,1,0,1,10,1,6.673352961,791.0435005,13,1
648,3.669132696,39.21787727,1,0,1,17,1,8.6181402,5531.090099,17,1
649,3.891009427,48.96028341,0,1,0,15,1,7.82880814,2511.933715,12,1
650,3.049933719,21.11394492,1,1,1,10,1,7.891813146,2675.290217,11,1
651,3.317903229,27.60241391,1,1,0,11,1,8.305559779,4046.30654,14,1
652,3.41232648,30.33573772,1,0,1,13,1,7.312498907,1498.91817,10,1
653,3.113094997,22.49054496,1,1,1,11,1,8.017551191,3033.739183,10,1
654,3.708231755,40.7816308,0,0,1,14,1,8.557012566,5203.11397,19,1
655,3.320245429,27.66714005,1,0,1,15,1,7.827485409,2508.6133,19,1
656,3.877071993,48.28263601,1,1,0,9,1,9.032120459,8367.58389,10,1
657,3.516052404,33.65132409,1,0,0,19,1,8.338354991,4181.205959,18,1
658,3.718427755,41.19956736,0,1,1,13,1,8.338009332,4179.760937,16,1
659,3.96832942,52.89608986,0,1,1,13,1,8.0668248,3186.96649,15,1
660,3.579687426,35.86232947,0,0,1,17,1,8.206201366,3663.599327,19,1
661,3.823017878,45.74204413,1,1,1,11,1,7.868623557,2613.965136,8,0
662,3.56320938,35.27623048,1,1,1,5,1,7.666437272,2135.459813,8,1
663,3.046497942,21.0415266,1,1,1,14,1,8.190869581,3607.858208,17,1
664,3.506720678,33.3387598,0,1,1,5,1,8.682106975,5896.457198,6,1
665,3.715440862,41.07669224,1,0,1,13,1,7.434879229,1694.053115,17,1
666,3.646837105,38.35316698,0,1,1,16,1,8.554087297,5187.915705,19,1
667,3.447833496,31.43222046,1,1,1,7,1,7.149486445,1273.451799,9,0
668,3.134690153,22.98151399,1,0,1,17,1,8.310857329,4067.79893,20,1
669,3.693919511,40.20211116,0,0,1,13,1,8.918508786,7468.943131,12,1
670,3.225063191,25.1551637,0,1,1,12,1,7.593245509,1984.744578,10,1
671,3.124452967,22.74744809,0,1,1,12,1,7.90462897,2709.796908,16,1
672,3.678478316,39.58611065,1,0,1,13,1,8.859603958,7041.693386,14,1
673,3.1301568,22.87756647,0,0,0,12,0,7.341752315,1543.414293,18,1
674,3.573309324,35.63432378,1,1,1,12,1,8.372989988,4328.559072,14,1
675,3.500831656,33.14300407,1,1,1,9,0,7.51252098,1830.823199,6,1
676,3.101537094,22.23209786,1,0,1,14,1,7.530908353,1864.79863,20,1
677,3.853908924,47.17711501,0,1,1,12,1,8.380698699,4362.055627,20,1
678,3.3221585,27.72011992,1,1,1,13,1,7.371379904,1589.826078,17,1
679,3.859993495,47.4650426,0,0,1,13,0,8.385933806,4384.951332,16,1
680,3.357489896,28.71701764,1,1,1,14,1,7.546490113,1894.083034,12,1
681,3.327482871,27.86810573,1,0,1,8,1,7.271758588,1439.078976,13,1
682,3.490632193,32.80668129,1,1,0,8,1,7.946465972,2825.571637,6,1
683,3.392582901,29.74267554,1,1,1,10,1,8.307911303,4055.832726,7,1
684,3.393019677,29.75566925,1,1,0,18,1,8.111305101,3331.923689,15,1
685,3.236700685,25.44961678,1,1,0,16,1,7.978014656,2916.135779,19,1
686,3.136130862,23.01464753,0,1,1,14,0,7.256717859,1417.596143,19,1
687,3.683985986,39.8047394,0,1,1,8,0,8.499806745,4913.819129,8,0
688,3.258138998,26.00110397,1,0,1,18,1,8.075500624,3214.736341,20,1
689,3.087062921,21.91262426,1,1,0,6,1,7.307505238,1491.451727,7,1
690,3.34764563,28.4357066,0,1,1,10,1,7.56051704,1920.838408,8,1
691,3.259719354,26.04222747,0,0,1,6,1,8.097119576,3284.992264,13,1
692,2.842164294,17.15284921,1,0,1,13,1,7.680744078,2166.231017,14,1
693,3.412718855,30.34764304,1,1,1,13,1,7.908867517,2721.306887,15,1
694,3.550152236,34.81861774,0,1,0,15,1,8.479040666,4812.830571,13,1
695,3.588407707,36.17642657,1,1,0,13,1,8.730623716,6189.587454,17,1
696,3.61782238,37.25634924,0,1,1,9,0,8.254873058,3846.323584,2,1
697,3.199746886,24.52632146,1,1,1,13,1,7.990235346,2951.991617,13,1
